gene	ncbi_gene_id	protein_id	uniprot_id	ncbi_description	annotation	pfam
MYCTH_2296946	ncbi-geneid:11508314	XP_003659649	up:G2Q3Q1	hypothetical protein	UAA transporter family(YEA4)	UAA
MYCTH_2296955	ncbi-geneid:11508814	XP_003659652	up:G2Q3Q4	hypothetical protein	Translation machinery-associated protein(TMA22)	SUI1
MYCTH_2296956	ncbi-geneid:11513013	XP_003659654	up:G2Q3Q6	hypothetical protein	Methyltransferase domain	Methyltransf_11
MYCTH_2296957	ncbi-geneid:11513071	XP_003659655	up:G2Q3Q7	hypothetical protein	zinc finger	-
MYCTH_2296959	ncbi-geneid:11513145	XP_003659656	up:G2Q3Q8	hypothetical protein	-	-
MYCTH_2296960	ncbi-geneid:11513179	XP_003659657	up:G2Q3Q9	hypothetical protein	Catalyzes the hydrolysis of inorganic polyphosphate (polyP) chains of many hundreds of phosphate residues into shorter lengths(PPN1)	Metallophos
MYCTH_2296962	ncbi-geneid:11508650	XP_003659658	up:G2Q3R0	carbohydrate esterase family 4 protein	Polysaccharide deacetylase	Polysacc_deac_1
MYCTH_2296965	ncbi-geneid:11505518	XP_003659660	up:G2Q3R2	hypothetical protein	Cys/Met metabolism PLP-dependent enzyme	Cys_Met_Meta_PP
MYCTH_2296969	ncbi-geneid:11505571	XP_003659661	up:G2Q3R3	hypothetical protein	-	-
MYCTH_2296974	ncbi-geneid:11506077	XP_003659664	up:G2Q3R6	hypothetical protein	Belongs to the ribulose-phosphate 3-epimerase family(RPE1)	Ribul_P_3_epim
MYCTH_2296978	ncbi-geneid:11506081	XP_003659665	up:G2Q3R7	hypothetical protein	Protein of unknown function (DUF4243)	DUF4243
MYCTH_2296986	ncbi-geneid:11508425	XP_003659668	up:G2Q3S0	hypothetical protein	Belongs to the cullin family	ANAPC2,Cullin
MYCTH_2296992	ncbi-geneid:11508525	XP_003659669	up:G2Q3S1	hypothetical protein	Anaphase-promoting complex subunit 11 RING-H2 finger	zf-RING_2
MYCTH_2296994	ncbi-geneid:11508688	XP_003659670	up:G2Q3S2	hypothetical protein	Phosphotransferase enzyme family	APH
MYCTH_2296996	ncbi-geneid:11508844	XP_003659672	up:G2Q3S4	hypothetical protein	ER protein Pkr1(PKR1)	Pkr1
MYCTH_2296998	ncbi-geneid:11509168	XP_003659673	up:G2Q3S5	hypothetical protein	snRNP Sm proteins(smd1)	LSM
MYCTH_2297002	ncbi-geneid:11505650	XP_003659676	up:G2Q3S8	hypothetical protein	Nonselective cation channel	APH
MYCTH_2297004	ncbi-geneid:11508495	XP_003659677	up:G2Q3S9	hypothetical protein	Mitochondrial ATP synthase B chain precursor (ATP-synt_B)(ATP4)	Mt_ATP-synt_B
MYCTH_2297007	ncbi-geneid:11508415	XP_003659678	up:G2Q3T0	hypothetical protein	CBF/Mak21 family(NOC4)	CBF
MYCTH_2297010	ncbi-geneid:11508764	XP_003659679	up:G2Q3T1	hypothetical protein	-	-
MYCTH_2297012	ncbi-geneid:11511638	XP_003659680	up:G2Q3T2	hypothetical protein	bZIP transcription factor	bZIP_1,bZIP_2,bZIP_Maf
MYCTH_2297018	ncbi-geneid:11508351	XP_003659683	up:G2Q3T5	hypothetical protein	Dip2/Utp12 Family(DIP2)	Utp12,WD40
MYCTH_2297020	ncbi-geneid:11509007	XP_003659684	up:G2Q3T6	hypothetical protein	Functions as actin-binding component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks(ARC35)	P34-Arc
MYCTH_2297028	ncbi-geneid:11508029	XP_003659686	up:G2Q3T8	hypothetical protein	zinc finger	zf-CCCH
MYCTH_2297030	ncbi-geneid:11508157	XP_003659687	up:G2Q447	hypothetical protein	Transcription initiation factor IIF, beta subunit	TFIIF_beta
MYCTH_2297033	ncbi-geneid:11508635	XP_003659688	up:G2Q448	hypothetical protein	haloacid dehalogenase-like hydrolase	HAD
MYCTH_2297035	ncbi-geneid:11508931	XP_003659690	up:G2Q450	hypothetical protein	Cortical protein marker for cell polarity	Rax2,SH3_1
MYCTH_2297038	ncbi-geneid:11508952	XP_003659691	up:G2Q451	hypothetical protein	Zinc-finger of C2H2 type	zf-C2H2
MYCTH_2297042	ncbi-geneid:11509096	XP_003659692	up:G2Q452	hypothetical protein	Splicing factor 3B subunit 1(prp10)	SF3b1
MYCTH_2297044	ncbi-geneid:11512872	XP_003659694	up:G2Q454	hypothetical protein	8-oxoguanine DNA glycosylase, N-terminal domain(OGG1)	HhH-GPD,OGG_N
MYCTH_2297048	ncbi-geneid:11513030	XP_003659695	up:G2Q455	hypothetical protein	U2 snRNP auxiliary factor large subunit	RRM_1
MYCTH_2297052	ncbi-geneid:11513168	XP_003659696	up:G2Q456	hypothetical protein	Belongs to the universal ribosomal protein uS15 family(RPS13)	Ribosomal_S13_N,Ribosomal_S15
MYCTH_2297055	ncbi-geneid:11505482	XP_003659699	up:G2Q459	hypothetical protein	VRR_NUC	VRR_NUC
MYCTH_2297059	ncbi-geneid:11508223	XP_003659702	up:G2Q462	hypothetical protein	CCAAT-Binding transcription Factor(HAP2)	CBFB_NFYA
MYCTH_2297063	ncbi-geneid:11508728	XP_003659705	up:G2Q465	hypothetical protein	mRNA cap-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. In the eIF-3 complex, eif3d specifically recognizes and binds the 7-methylguanosine cap of a subset of mRNAs	eIF-3_zeta
MYCTH_2297066	ncbi-geneid:11513402	XP_003659706	up:G2Q466	hypothetical protein	basic region leucin zipper	-
MYCTH_2297068	ncbi-geneid:11511636	XP_003659708	up:G2Q468	hypothetical protein	cheY-homologous receiver domain(RIM15)	Pkinase,Response_reg
MYCTH_2297070	ncbi-geneid:11508401	XP_003659709	up:G2Q469	hypothetical protein	Sugar (and other) transporter	Sugar_tr
MYCTH_2297073	ncbi-geneid:11508555	XP_003659710	up:G2Q470	hypothetical protein	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	Fungal_trans,Zn_clus
MYCTH_2297077	ncbi-geneid:11508963	XP_003659711	up:G2Q471	hypothetical protein	SNF2 family N-terminal domain	Helicase_C,SNF2_N
MYCTH_2297080	ncbi-geneid:11505405	XP_003659713	up:G2Q473	hypothetical protein	-	-
MYCTH_2297081	ncbi-geneid:11508452	XP_003659715	up:G2Q475	hypothetical protein	-	-
MYCTH_2297082	ncbi-geneid:11513400	XP_003659716	up:G2Q476	hypothetical protein	-	-
MYCTH_2297084	ncbi-geneid:11508640	XP_003659717	up:G2Q477	hypothetical protein	DnaJ molecular chaperone homology domain(JAC1)	DnaJ,HSCB_C
MYCTH_2297085	ncbi-geneid:11505940	XP_003659718	up:G2Q478	hypothetical protein	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	PCI
MYCTH_2297087	ncbi-geneid:11513399	XP_003659719	up:G2Q479	hypothetical protein	GDSL-like Lipase/Acylhydrolase family	Lipase_GDSL_2
MYCTH_2297089	ncbi-geneid:11505763	XP_003659721	up:G2Q481	hypothetical protein	Protein of unknown function (DUF3712)	DUF3712
MYCTH_2297116	ncbi-geneid:11513124	XP_003659729	up:G2Q489	hypothetical protein	NAD dependent epimerase/dehydratase family	Epimerase
MYCTH_2297117	ncbi-geneid:11513346	XP_003659731	up:G2Q491	hypothetical protein	Enoyl-(Acyl carrier protein) reductase	adh_short,adh_short_C2
MYCTH_2297118	ncbi-geneid:11505623	XP_003659733	up:G2Q493	hypothetical protein	-	-
MYCTH_2297119	ncbi-geneid:11506013	XP_003659734	up:G2Q494	hypothetical protein	Serine carboxypeptidase S28	Peptidase_S28
MYCTH_2297121	ncbi-geneid:11508713	XP_003659735	up:G2Q495	hypothetical protein	FAD-binding domain	FAD_binding_8,Ferric_reduct,NAD_binding_6
MYCTH_2297125	ncbi-geneid:11509147	XP_003659739	up:G2Q499	hypothetical protein	Protein kinase domain	Pkinase
MYCTH_2297126	ncbi-geneid:11511574	XP_003659740	up:G2Q4A0	hypothetical protein	-	-
MYCTH_2297128	ncbi-geneid:11508430	XP_003659743	up:G2Q4K9	hypothetical protein	-	-
MYCTH_2297131	ncbi-geneid:11508393	XP_003659744	up:G2Q4L0	hypothetical protein	-	-
MYCTH_2297132	ncbi-geneid:11512942	XP_003659745	up:G2Q4L1	hypothetical protein	Asparagine synthase	Asn_synthase,GATase_6,GATase_7
MYCTH_2297133	ncbi-geneid:11505958	XP_003659746	up:G2Q4L2	hypothetical protein	Asparagine synthase	Asn_synthase,GATase_6,GATase_7
MYCTH_2297134	ncbi-geneid:11513380	XP_003659747	up:G2Q4L3	hypothetical protein	-	-
MYCTH_2297138	ncbi-geneid:11508878	XP_003659749	up:G2Q4L5	hypothetical protein	PAP2 superfamily	PAP2_3
MYCTH_2297142	ncbi-geneid:11508385	XP_003659750	up:G2Q4L6	hypothetical protein	-	-
MYCTH_2297159	ncbi-geneid:11508170	XP_003659755	up:G2Q4M1	hypothetical protein	zinc finger	-
MYCTH_2297165	ncbi-geneid:11508491	XP_003659761	up:G2Q4M7	hypothetical protein	NB-ARC domain	NB-ARC,TPR_10,TPR_12
MYCTH_2297167	ncbi-geneid:11508913	XP_003659762	up:G2Q4M8	hypothetical protein	Beta-lactamase	Beta-lactamase,DUF3471
MYCTH_2297169	ncbi-geneid:11508924	XP_003659763	up:G2Q4M9	hypothetical protein	-	D123
MYCTH_2297170	ncbi-geneid:11508973	XP_003659765	up:G2Q4N1	hypothetical protein	Domain of unknown function (DUF3471)	Beta-lactamase,DUF3471
MYCTH_2297171	ncbi-geneid:11509060	XP_003659766	up:G2Q4N2	hypothetical protein	-	-
MYCTH_2297174	ncbi-geneid:11509086	XP_003659767	up:G2Q4N3	hypothetical protein	Transcription factor	-
MYCTH_2297176	ncbi-geneid:11509109	XP_003659769	up:G2Q4N5	glycoside hydrolase family 17 protein	Belongs to the glycosyl hydrolase 17 family(btgC)	Glyco_hydro_17
MYCTH_2297177	ncbi-geneid:11509111	XP_003659770	up:G2Q4N6	hypothetical protein	Putative amidoligase enzyme	Amidoligase_2
MYCTH_2297179	ncbi-geneid:11509121	XP_003659771	up:G2Q4N7	hypothetical protein	-	-
MYCTH_2297182	ncbi-geneid:11508917	XP_003659773	up:G2Q4N9	hypothetical protein	Cupin	Cupin_1
MYCTH_2297184	ncbi-geneid:11512800	XP_003659774	up:G2Q4P0	hypothetical protein	ATPase family associated with various cellular activities (AAA)	AAA
MYCTH_2297186	ncbi-geneid:11512803	XP_003659775	up:G2Q4P1	hypothetical protein	FANCL C-terminal domain	SWIM,zf-RING_2
MYCTH_2297192	ncbi-geneid:11512849	XP_003659777	up:G2Q4P3	hypothetical protein	Domain of unknown function (DUF1996)	DUF1996
MYCTH_2297195	ncbi-geneid:11512869	XP_003659778	up:G2Q4P4	hypothetical protein	Nucleotidyltransferase domain	NTP_transf_2
MYCTH_2297201	ncbi-geneid:11513059	XP_003659782	up:G2Q4P8	hypothetical protein	PFU (PLAA family ubiquitin binding)(lub1)	PFU,PUL,WD40
MYCTH_2297204	ncbi-geneid:11513080	XP_003659783	up:G2Q4P9	hypothetical protein	-	-
MYCTH_2297207	ncbi-geneid:11513128	XP_003659784	up:G2Q4Q0	hypothetical protein	SRR1	SRR1
MYCTH_2297208	ncbi-geneid:11513209	XP_003659785	up:G2Q4Q1	hypothetical protein	-	PAN_4
MYCTH_2297213	ncbi-geneid:11513242	XP_003659787	up:G2Q4Q3	hypothetical protein	FAD-binding domain	FAD_binding_8,Ferric_reduct,NAD_binding_6
MYCTH_2297214	ncbi-geneid:11513245	XP_003659788	up:G2Q4Q4	hypothetical protein	-	-
MYCTH_2297217	ncbi-geneid:11505536	XP_003659793	up:G2Q510	hypothetical protein	zinc finger	-
MYCTH_2297226	ncbi-geneid:11505576	XP_003659796	up:G2Q513	hypothetical protein	Di-sulfide bridge nucleocytoplasmic transport domain	Brr6_like_C_C
MYCTH_2297229	ncbi-geneid:11505581	XP_003659797	up:G2Q514	hypothetical protein	TFIIS helical bundle-like domain(IWS1)	Med26
MYCTH_2297230	ncbi-geneid:11505625	XP_003659798	up:G2Q515	hypothetical protein	Protein tyrosine kinase(SKY1)	Pkinase
MYCTH_2297239	ncbi-geneid:11505714	XP_003659799	up:G2Q516	hypothetical protein	Cupin	Cupin_1
MYCTH_2297242	ncbi-geneid:11505757	XP_003659801	up:G2Q518	hypothetical protein	Domain of unknown function (DUF3328)	DUF3328
MYCTH_2297243	ncbi-geneid:11509085	XP_003659802	up:G2Q519	hypothetical protein	Domain of unknown function (DUF3328)	DUF3328
MYCTH_2297244	ncbi-geneid:11505854	XP_003659803	up:G2Q520	hypothetical protein	HEAT repeat containing 9	-
MYCTH_2297246	ncbi-geneid:11505869	XP_003659805	up:G2Q522	hypothetical protein	-	-
MYCTH_2297247	ncbi-geneid:11505885	XP_003659806	up:G2Q523	hypothetical protein	-	-
MYCTH_2297251	ncbi-geneid:11505932	XP_003659808	up:G2Q525	hypothetical protein	Phosphotransferase enzyme family	APH
MYCTH_2297253	ncbi-geneid:11505933	XP_003659809	up:G2Q526	hypothetical protein	Common central domain of tyrosinase	Tyrosinase
MYCTH_2297256	ncbi-geneid:11505937	XP_003659810	up:G2Q527	hypothetical protein	Ribosome-associated complex head domain(zuo1)	DnaJ,RAC_head
MYCTH_2297263	ncbi-geneid:11505962	XP_003659813	up:G2Q530	hypothetical protein	Transketolase, pyrimidine binding domain(PDB1)	Transket_pyr,Transketolase_C
MYCTH_2297265	ncbi-geneid:11505963	XP_003659814	up:G2Q531	hypothetical protein	-	-
MYCTH_2297267	ncbi-geneid:11513229	XP_003659815	up:G2Q532	hypothetical protein	Gamma-glutamyl cyclotransferase, AIG2-like	AIG2_2,GGACT
MYCTH_2297268	ncbi-geneid:11506000	XP_003659816	up:G2Q533	hypothetical protein	CRT-like, chloroquine-resistance transporter-like	SLC35F
MYCTH_2297273	ncbi-geneid:11506051	XP_003659818	up:G2Q535	hypothetical protein	-	-
MYCTH_2297279	ncbi-geneid:11513325	XP_003659820	up:G2Q537	hypothetical protein	-	-
MYCTH_2297281	ncbi-geneid:11508252	XP_003659822	up:G2Q539	hypothetical protein	Cid1 family poly A polymerase	NTP_transf_2,PAP_assoc
MYCTH_2297284	ncbi-geneid:11508272	XP_003659823	up:G2Q540	hypothetical protein	-	-
MYCTH_2297287	ncbi-geneid:11508396	XP_003659825	up:G2Q542	hypothetical protein	-	-
MYCTH_2297289	ncbi-geneid:11508410	XP_003659826	up:G2Q543	hypothetical protein	Major Facilitator Superfamily	MFS_1
MYCTH_2297291	ncbi-geneid:11508715	XP_003659827	up:G2Q544	hypothetical protein	-	-
MYCTH_2297292	ncbi-geneid:11509025	XP_003659828	up:G2Q545	hypothetical protein	-	-
MYCTH_2297294	ncbi-geneid:11509043	XP_003659829	up:G2Q546	hypothetical protein	-	-
MYCTH_2297296	ncbi-geneid:11512806	XP_003659831	up:G2Q548	hypothetical protein	NUDIX domain	NUDIX
MYCTH_2297299	ncbi-geneid:11512855	XP_003659832	up:G2Q549	hypothetical protein	-	-
MYCTH_2297305	ncbi-geneid:11511628	XP_003659836	up:G2Q553	hypothetical protein	-	-
MYCTH_2297307	ncbi-geneid:11511644	XP_003659837	up:G2Q554	hypothetical protein	Glutathione S-transferase, C-terminal domain	GST_C_2,GST_N_2,GST_N_3
MYCTH_2297308	ncbi-geneid:11511655	XP_003659838	up:G2Q555	hypothetical protein	Protein kinase domain	Pkinase
MYCTH_2297312	ncbi-geneid:11512873	XP_003659841	up:G2Q558	hypothetical protein	Forkhead associated domain	FHA
MYCTH_2297319	ncbi-geneid:11511550	XP_003659844	up:G2Q561	hypothetical protein	Putative NAD(P)-binding(MET1)	NAD_binding_7,Sirohm_synth_C,Sirohm_synth_M,TP_methylase
MYCTH_2297322	ncbi-geneid:11509055	XP_003659845	up:G2Q5G7	hypothetical protein	Belongs to the small GTPase superfamily. Rho family(RHO3)	Ras
MYCTH_2297323	ncbi-geneid:11513215	XP_003659846	up:G2Q5G8	hypothetical protein	N-terminal domain of CBF1 interacting co-repressor CIR(CWC25)	CWC25,Cir_N
MYCTH_2297324	ncbi-geneid:11505434	XP_003659847	up:G2Q5G9	hypothetical protein	PCI/PINT associated module(csnB)	PCI
MYCTH_2297331	ncbi-geneid:11505374	XP_003659849	up:G2Q5H1	hypothetical protein	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate	BPL_LplA_LipB
MYCTH_2297332	ncbi-geneid:11506012	XP_003659850	up:G2Q5H2	hypothetical protein	Mitochondrial small ribosomal subunit Rsm22(RSM22)	Rsm22
MYCTH_2297337	ncbi-geneid:11513119	XP_003659853	up:G2Q5H5	hypothetical protein	thioesterase	4HBT
MYCTH_2297338	ncbi-geneid:11508221	XP_003659854	up:G2Q5H6	hypothetical protein	Biotin carboxylase, N-terminal domain	Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2
MYCTH_2297347	ncbi-geneid:11505575	XP_003659857	up:G2Q5H9	hypothetical protein	Protein tyrosine kinase(wis1)	Pkinase
MYCTH_2297348	ncbi-geneid:11505673	XP_003659858	up:G2Q5I0	hypothetical protein	SUR7/PalI family(SUR7)	SUR7
MYCTH_2297356	ncbi-geneid:11508506	XP_003659860	up:G2Q5I2	hypothetical protein	Presenilin, signal peptide peptidase, family	Peptidase_A22B
MYCTH_2297358	ncbi-geneid:11508509	XP_003659861	up:G2Q5I3	hypothetical protein	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors(soh1)	Med31
MYCTH_2297359	ncbi-geneid:11508622	XP_003659862	up:G2Q5I4	hypothetical protein	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates(RPC11)	RNA_POL_M_15KD,TFIIS_C
MYCTH_2297360	ncbi-geneid:11508656	XP_003659863	up:G2Q5I5	hypothetical protein	Ankyrin repeats (many copies)	Ank,Ank_2,Ank_3,Ank_4
MYCTH_2297364	ncbi-geneid:11508927	XP_003659865	up:G2Q5I7	hypothetical protein	Belongs to the hexokinase family(GLK1)	Hexokinase_1,Hexokinase_2
MYCTH_2297367	ncbi-geneid:11509094	XP_003659866	up:G2Q5I8	hypothetical protein	Acetyltransferase (GNAT) family	Acetyltransf_1,Acetyltransf_10
MYCTH_2297369	ncbi-geneid:11512824	XP_003659867	up:G2Q5I9	hypothetical protein	Transcriptional activator	Sgf11
MYCTH_2297371	ncbi-geneid:11512955	XP_003659868	up:G2Q5J0	hypothetical protein	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides(cyp1)	Pro_isomerase
MYCTH_2297374	ncbi-geneid:11513004	XP_003659870	up:G2Q5J2	hypothetical protein	Putative zinc-finger domain	zf-C3H1
MYCTH_2297376	ncbi-geneid:11513047	XP_003659871	up:G2Q5J3	hypothetical protein	Acyl-CoA thioesterase(TES1)	4HBT_3,Acyl_CoA_thio
MYCTH_2297381	ncbi-geneid:11513125	XP_003659874	up:G2Q5J6	hypothetical protein	-	-
MYCTH_2297386	ncbi-geneid:11513157	XP_003659875	up:G2Q5J7	hypothetical protein	Zinc-binding domain	zf-3CxxC,zf-C2H2_6
MYCTH_2297389	ncbi-geneid:11513172	XP_003659876	up:G2Q5J8	hypothetical protein	Belongs to the OSBP family	Ank,Ank_2,Ank_3,Ank_4,Ank_5,Oxysterol_BP,PH
MYCTH_2297393	ncbi-geneid:11513267	XP_003659877	up:G2Q5J9	hypothetical protein	-	EST1_DNA_bind,PIN_4
MYCTH_2297398	ncbi-geneid:11505478	XP_003659878	up:G2Q5K0	hypothetical protein	-	-
MYCTH_2297401	ncbi-geneid:11505496	XP_003659879	up:G2Q5K1	hypothetical protein	ABC transporter	ABC_membrane,ABC_tran
MYCTH_2297404	ncbi-geneid:11505624	XP_003659880	up:G2Q5K2	hypothetical protein	-	-
MYCTH_2297405	ncbi-geneid:11508941	XP_003659881	up:G2Q5K3	hypothetical protein	-	-
MYCTH_2297409	ncbi-geneid:11505651	XP_003659882	up:G2Q5K4	hypothetical protein	-	-
MYCTH_2297411	ncbi-geneid:11505727	XP_003659883	up:G2Q5K5	glycosyltransferase family 32 protein	Glycosyltransferase sugar-binding region containing DXD motif(och1)	Gly_transf_sug
MYCTH_2297413	ncbi-geneid:11512813	XP_003659884	up:G2Q5K6	hypothetical protein	AMP-binding enzyme C-terminal domain	AMP-binding,AMP-binding_C
MYCTH_2297415	ncbi-geneid:11505772	XP_003659885	up:G2Q5K7	hypothetical protein	Belongs to the short-chain dehydrogenases reductases (SDR) family	adh_short,adh_short_C2
MYCTH_2297416	ncbi-geneid:11505823	XP_003659886	up:G2Q5K8	hypothetical protein	ThiF family	ThiF
MYCTH_2297420	ncbi-geneid:11513114	XP_003659888	up:G2Q5L0	hypothetical protein	-	-
MYCTH_2297423	ncbi-geneid:11505725	XP_003659889	up:G2Q5L1	hypothetical protein	Involved in the catabolism of quinolinic acid (QA)(BNA6)	QRPTase_C,QRPTase_N
MYCTH_2297426	ncbi-geneid:11508067	XP_003659890	up:G2Q5L2	hypothetical protein	Regulator of chromosome condensation (RCC1) repeat	RCC1,RCC1_2
MYCTH_2297430	ncbi-geneid:11508117	XP_003659891	up:G2Q5L3	hypothetical protein	belongs to the acetylglutamate kinase family(6)	AA_kinase,NAT,Semialdhyde_dh,Semialdhyde_dhC
MYCTH_2297436	ncbi-geneid:11508562	XP_003659893	up:G2Q5L5	hypothetical protein	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives	LIAS_N,Radical_SAM
MYCTH_2297437	ncbi-geneid:11508586	XP_003659894	up:G2Q5L6	hypothetical protein	ribosomal protein(MRP2)	Ribosomal_S14
MYCTH_2297440	ncbi-geneid:11508729	XP_003659896	up:G2Q5L8	hypothetical protein	-	-
MYCTH_2297441	ncbi-geneid:11508730	XP_003659897	up:G2Q5L9	hypothetical protein	-	-
MYCTH_2297442	ncbi-geneid:11508116	XP_003659898	up:G2Q5X6	hypothetical protein	WD domain, G-beta repeat(IPI3)	WD40
MYCTH_2297444	ncbi-geneid:11508519	XP_003659899	up:G2Q5X7	hypothetical protein	-	-
MYCTH_2297445	ncbi-geneid:11509158	XP_003659900	up:G2Q5X8	hypothetical protein	-	Zn_clus
MYCTH_2297450	ncbi-geneid:11509205	XP_003659901	up:G2Q5X9	hypothetical protein	Pfam:RRM_6(WHI3)	RRM_1
MYCTH_2297454	ncbi-geneid:11511654	XP_003659904	up:G2Q5Y2	hypothetical protein	Enoyl-(Acyl carrier protein) reductase	adh_short
MYCTH_2297460	ncbi-geneid:11511665	XP_003659905	up:G2Q5Y3	hypothetical protein	Semialdehyde dehydrogenase, NAD binding domain(HOM2)	Semialdhyde_dh,Semialdhyde_dhC
MYCTH_2297462	ncbi-geneid:11511678	XP_003659906	up:G2Q5Y4	hypothetical protein	GTPase-activator protein for Rho-like GTPases(RGD1)	FCH,RhoGAP
MYCTH_2297465	ncbi-geneid:11513152	XP_003659907	up:G2Q5Y5	hypothetical protein	Protein of unknown function (DUF1620)	DUF1620,PQQ_2
MYCTH_2297467	ncbi-geneid:11508315	XP_003659908	up:G2Q5Y6	hypothetical protein	-	LRR_8
MYCTH_2297469	ncbi-geneid:11507980	XP_003659910	up:G2Q5Y8	hypothetical protein	-	Peptidase_S8
MYCTH_2297473	ncbi-geneid:11508254	XP_003659913	up:G2Q5Z1	hypothetical protein	tRNA synthetases class II (D, K and N)	tRNA-synt_2,tRNA_anti-codon
MYCTH_2297476	ncbi-geneid:11508035	XP_003659914	up:G2Q5Z2	hypothetical protein	Survival motor neuron (SMN) interacting protein 1 (SIP1)	SIP1
MYCTH_2297477	ncbi-geneid:11512998	XP_003659915	up:G2Q5Z3	hypothetical protein	Ribonucleotide reductase inhibitor	RNR_inhib
MYCTH_2297479	ncbi-geneid:11505428	XP_003659917	up:G2Q5Z5	hypothetical protein	Phosducin(PLP2)	Phosducin
MYCTH_2297482	ncbi-geneid:11513354	XP_003659918	up:G2Q5Z6	hypothetical protein	Raptor N-terminal CASPase like domain(KOG1)	HEAT,Raptor_N,WD40
